0.778581,43.266879,0.138692
0.077911,37.450237,0.168553
0.245691,40.460415,0.129701
0.570606,42.635375,0.089360
0.342709,41.516299,0.127044
1.319903,45.007304,0.345330
1.375172,45.031698,0.134566
0.375650,41.706510,0.142204
0.891893,43.127997,0.090201
0.595845,43.020273,0.141453
0.020126,34.825268,0.172945
1.353535,45.360487,0.245001
0.391346,42.020609,0.108759
0.274599,40.759926,0.214303
1.256813,44.620126,0.317397
0.483084,42.169113,0.153470
0.197456,40.020234,0.179654
0.984915,43.996345,0.129888
0.948441,44.128087,0.206806
0.738706,43.361391,0.157013
0.545907,42.506176,0.144827
0.413256,41.795909,0.629530
0.704513,42.818656,0.170519
0.015854,34.285123,0.229282
0.243097,40.285552,0.122237
1.228652,44.788476,0.184067
0.813248,43.798561,0.172376
0.415727,41.826787,0.136644
0.715459,43.051434,0.276363
0.724104,43.226313,0.220558
0.745888,43.103322,0.146374
1.323698,44.774137,0.177553
0.722088,43.162342,0.094852
0.056902,37.178420,0.146316
0.239178,40.329855,0.230306
0.911644,43.809597,0.297421
0.570728,42.530888,0.109350
1.129347,44.271556,0.328138
0.954936,44.025983,0.251901
0.585950,42.827318,0.189871
0.488577,42.464009,0.191823
1.284284,44.828202,0.125270
0.830014,43.642294,0.244851
0.879856,43.919386,0.155162
1.302714,44.962855,0.386118
0.810237,43.953929,0.236436
1.404608,44.982976,0.179371
0.860050,43.785150,0.150775
0.520247,42.416329,0.098092
0.709335,42.971642,0.160829
0.589454,42.804213,0.103861
1.013710,43.825207,0.128944
1.182845,44.345896,0.137525
0.424224,41.901282,0.472394
0.842770,43.639258,0.208343
1.180307,44.668172,0.177187
0.168654,39.668677,0.118112
0.814511,43.670603,0.130454
1.321407,44.849420,0.278324
0.906221,43.780607,0.218295
1.005192,44.136464,0.135468
0.549616,42.732889,0.144515
0.148546,39.060384,0.382219
0.579473,42.722355,0.184449
1.291567,44.504678,0.198368
0.314473,41.115884,0.502266
0.892554,43.668903,0.446956
0.451983,42.171368,0.656075
