x0,x1,x2,x3,x4,x5,rand_y1,rand_y2,rand_y3,rand_y4,y1,y2,y3,y4
1,12.47256424995259,4.9887004213421395,-15.105637925824347,1,2,1.2988007503986079,-0.3651530305787872,-2.028359073473641,5.387835027446285,-6.680226485480152,-28.9110605028687,-11.714251712257571,-36.43196684451458
1,11.439898009303144,5.373996886118438,-14.838714050397442,0,2,-2.5431279605539494,0.3352572194266808,3.8376033585704947,1.2704422135283553,-9.800933320804923,-18.848090675896714,-5.980569707722524,-39.67851909861261
1,13.520404036276073,4.448239325255598,-21.33035314242244,0,5,-0.01624859928997742,0.36785908104149434,-1.1905626108096639,5.0097318660284,-17.21233869607533,-14.243101673071557,-17.16568828816725,-83.55927448723904
1,12.727144206355062,4.678398311502358,-24.1795273247348,1,1,1.116193499760336,-0.21686530160715806,-2.2935659946397866,3.5740291750503665,-7.302899978442714,-1.3140043591780717,-25.835712775386924,-95.35867341490003
1,8.284835644301623,4.979279198546228,-19.85766315290966,1,4,2.61799405609308,0.020331932395782737,-2.3026808192896193,3.5242059035312963,0.9861603631285174,3.6691431696166448,-22.304339904352485,-86.78934126401859
1,9.671508196822566,5.642793034890301,-7.277351918336528,0,1,1.7205500314959399,-0.08449015391672615,-2.321245753555102,1.0086471881527248,-0.19408725747829036,-31.60997538301997,-3.0657654342373277,7.612952966439348
1,10.057084794725387,5.222455829780438,-17.7289437832794,0,5,1.4924500260187303,-0.33736162829152566,1.7564520621885213,3.7402701613224028,-6.454352074090728,-8.435954252080254,-12.279878818005194,-68.32555881180558
1,7.168716806411815,5.416592012203583,-22.775117157061555,0,5,-4.362967955586072,0.5414450844757127,5.461867732615506,3.433403774933039,-5.950625531798956,22.023212523601302,-19.03209119656501,-109.22404327181549
1,11.921719459413751,4.672087940002706,-22.11982572798384,0,2,0.3491333156811831,0.8254713280140563,-3.430786075528298,-3.542081951000185,-9.9780417831382,1.0763512148968237,-23.68880520809031,-93.53139507464172
1,7.640670485103631,4.814789783761581,-30.832541304345256,0,4,-4.843253730203735,-1.0234043947468556,2.00528032038984,-1.8812548752420557,-8.180225349126253,43.77086709277076,-34.60286115102441,-165.7042078712482
1,11.826609979825003,5.3792453751392735,-22.13043555584323,0,1,4.692846096519946,-0.3831879848437445,-4.659303408757932,1.9751431093176566,-2.322637737712239,1.875068783560937,-25.528346762697776,-82.6862538760616
1,7.206964453487215,4.01455372405359,-17.8370724917714,1,2,3.743722143928182,-0.8498501934689208,-5.0291698904710955,-2.4107051446518986,3.373454409114521,5.126545014409206,-24.077814174640984,-82.16529122246321
1,12.934666744388288,4.841389809971311,-20.364109015507346,0,1,3.279415606939395,0.5724499902146437,-1.0213436107323306,7.92846788295183,-7.565748451923248,-8.008556685204766,-18.13284038960506,-64.34798633981015
1,7.789245818064215,4.77721434101126,-23.573886789895354,0,3,-2.7795422151333113,-0.10571315829095443,-1.1341891612251918,-2.5131119626629816,-5.52639082822796,23.669718121074034,-27.205773528004006,-116.37817410823946
1,9.103802145479435,5.633129375254594,-16.985496138528955,0,1,2.061464893853705,0.04231456531301994,-3.0267030544521933,-6.439211993904001,1.2532487286586171,0.47979225350271126,-18.901145116766187,-64.68444826925823
1,8.618237875195831,3.613318412833014,-20.90983850464914,0,1,-5.049432865311069,-0.6035758366650795,4.980411574764137,-4.17604424312325,-10.94595337720369,14.034750301303188,-17.26610830701374,-98.4753480400066
1,6.7336210419724365,5.09740893854552,-12.05036752665736,0,4,2.426465948606196,0.01796177815524641,-1.5993425833244053,4.593584900998732,1.7514506802978835,-6.999040851734854,-10.94127283133801,-38.59460067290196
1,8.272687762990692,5.538303472935334,-23.39247896229454,0,1,-0.38805673659674067,0.1986478687678185,-2.796094156910429,2.960243414012189,0.18147815622787977,24.012645940697976,-29.112124837361545,-99.85044092372124
1,4.951297687046834,5.514491610043198,-19.209899892195963,0,3,0.03222610857461472,0.5005066338894867,-2.762350666480311,-1.730537167978773,5.17310556461054,25.37371787524321,-25.125902817727425,-92.42578116091764
1,10.687555743112064,5.291704132746326,-26.111559176861086,0,4,-1.6490791642033207,0.3270028889231423,4.356587897611554,3.608098502529966,-9.64907825218847,15.723901703946078,-22.12319512456801,-118.24170032037243
1,4.73012432970255,3.713531977310769,-14.062983074206361,0,5,2.2473598554175607,-0.3790362866425347,-2.2262658095327734,2.076245475174126,0.42770712794476795,7.159291287463802,-16.090616091139765,-68.93187762016112
1,12.533897855994844,4.566446307253464,-15.557462317538167,1,3,2.687478768073604,-0.1641525430616188,-2.4792949237982445,6.8415493298525405,-7.680978022155696,-29.161254870421338,-12.281590544110651,-42.13125378352043
1,10.831659590230364,4.707089466727907,-19.46357081090412,0,3,-0.18265914858225696,-0.11977268223846066,-2.7179203655335296,1.1664264894790852,-9.224709928859266,-3.887358200677925,-19.581616991659345,-77.16990241043104
1,12.558704598920823,4.644908859117662,-15.98647037299437,0,4,-1.4855245435539726,0.7449527528211985,-0.8981223493607593,1.2351635035042066,-15.168207164042633,-23.589159122799806,-10.319123309931493,-52.09869025816726
1,10.583798809132354,5.450735682771556,-22.76969058950417,0,5,-2.7255003739372343,-1.0719321379314901,-2.0902658339995557,-5.911940280247172,-11.040890943887273,3.318145584919247,-23.161002909123457,-108.13522211215519
1,13.931913147174873,4.560317429257592,-17.583786052174155,0,2,0.45318804504451227,-0.621349986748176,-1.525500141223302,3.528201986492778,-14.229685961532457,-24.029557566100078,-12.969266072309662,-51.44923947945546
